Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,Attribute17,Attribute18,Attribute19,Attribute20,Attribute21,Attribute22,Attribute23,Attribute24,Attribute25,Attribute26,Attribute27,Attribute28,Attribute29,Attribute30,Attribute31,Attribute32,Attribute33,Attribute34,Class,ClassNum
0.3438180661626268,0.0,0.7093646799810869,-0.23421388268455964,0.48113634315923337,-0.20218426399992578,0.5740722419123364,-0.954044925160079,0.9612199833611461,-0.29821699051270834,0.6659687258003792,-0.6731377002176482,0.31456832853072414,-1.0975718886734742,0.3987593685046079,-0.9895511394264482,0.7455610719796396,-0.7685630120837315,0.35417531422547693,-0.5737647637321139,0.3806873869635812,-0.5887298252992318,0.009857985768891497,-0.7887047201383866,0.2955452583275695,-0.8659525450605575,-0.25125263851933344,-0.7207478747087935,-0.2899357164199975,-0.6160048813505721,0.12106530823429221,-1.0535289213430188,-0.3138863073771427,-0.9982595935422088,g,1
0.3438180661626268,0.0,0.7186492484338922,-0.5273531617594874,0.6313103029198693,-1.0369203762931698,-1.3427877731123028,-2.0273664469052903,0.9612199833611461,-0.46997802007300565,0.05541969092885483,-1.6835109682351812,-0.09267425065918211,-1.5979685987287988,-1.3209238858070553,-2.2831340269916445,-0.5310989195320907,-1.2455520450270556,-0.04684948008491192,-1.8800897741386002,-0.769679707487698,-0.8902935934981606,-0.9015926008561481,-0.5683415007803365,-1.038965329240585,-0.38211858441774005,-1.4448807091439893,-0.2138339236634076,-0.9902651406864761,-0.17312605485453755,-0.910025576654904,-0.11502794752705939,-0.9337833121938145,-0.08325526391858044,b,0
0.3438180661626268,0.0,0.7186492484338922,-0.17703586565325224,0.7655456250108382,-0.24170520572126106,0.911667026558328,-0.46152575776260024,0.7432768629992407,-0.35117784714208394,0.4499343106858107,-0.2062129809955742,0.7276808102363005,-0.17259982613198632,0.3076577302472155,-0.1491106079080901,0.7361549386615028,-0.26735714830559737,0.630913254385572,-0.11810762672565146,0.6089824796076015,-0.5468127317034251,0.11656011164210757,-0.11953842681976179,0.3079487698747788,-0.6505852699203456,0.0960177646361128,-0.28218433360016437,0.08943689930555936,-0.286754386922596,0.43916576648148303,-0.46340985220381925,0.40221448536391763,-0.8474706038378226,g,1
0.3438180661626268,0.0,0.7186492484338922,-1.1238712063190697,0.7655456250108382,1.9180567467217264,0.3263563241580012,-2.1503330003189243,-1.0137969659991215,-0.3759425256128068,-0.8483328651552304,-0.3142680240223353,-0.6464070819456351,-0.18931204966868584,-2.0613066700637277,0.16106391669074943,0.25563266152618613,-0.7844257408433575,-2.173288923412863,-1.0028939167347757,-1.7018901375253392,1.9138287359082367,-0.6023825395474373,0.1091478978723831,1.0426795124592603,1.924047806965861,-0.04693600179183288,1.9476930226298452,1.0780922915737734,-0.34057626146765346,-0.16930268670377038,1.9545459337765096,-1.2907232966838242,2.1042099907182443,b,0
0.3438180661626268,0.0,0.7186492484338922,-0.1551976689741,0.6526067897699083,-0.1104896024004521,0.7511458104400616,-0.6764819708437816,0.5099681107713122,-0.7149374857475179,0.08959864123560844,-0.7240727373346398,0.26075820848296405,-0.20370032434598942,-0.0018273305175108654,-0.7546676244914333,0.2369499113555667,-0.4311378097120918,0.14482065823066978,-0.2967525037534262,-0.4557985629376806,-0.7026123157729217,-0.5641195781184489,-0.8933976305139482,-0.6303933128919251,-1.1410271571860389,-0.7901753439188385,-0.849233501080293,-0.6171997641066725,-1.1693228871435244,-0.7188571632253771,-1.1525603525517156,-0.7589891661739803,-1.4337797044173668,g,1
0.3438180661626268,0.0,-1.2482895993021677,-0.11421706960419704,-1.3530019048567379,-0.5115587968047772,-1.1373067889629385,-0.45695508156199977,-0.7233509734262006,-0.23874455315021284,-0.7810763652272841,-0.4416460414474471,-0.6464070819456351,-0.18931204966868584,-0.5989606422039383,-0.4946725615636447,-0.6256783185760756,-0.19794764479901023,-0.7606841575722807,-0.05788505737497491,-0.523781809841735,0.054751598165307135,-0.577210846862018,0.1259837009172036,-0.626466399194273,0.1102112818830604,-1.110759492481305,0.29046942144689397,-0.7959917498086043,0.06950547541899343,-0.6189397591185622,0.007408080675906547,-0.6715155130343721,0.2254543386226283,b,0
0.3438180661626268,0.0,0.6700714195658523,-0.34098091686385906,0.6614915684467118,-0.7036509742762427,0.7653800201287855,-0.7743290096759642,0.6846386097727342,-0.9411477332476181,0.5686724104001251,-1.2830241327446754,0.6116014777483353,-1.215163700958909,0.6147062627557728,-1.4959928106308416,0.3179786501804803,-1.3632945583710314,0.028920770459412493,-1.3722821268211072,0.04196873377149359,-1.4936141183564042,-0.07379356437988858,-1.4029081834717247,-0.29295552176240686,-1.4650515590863338,-0.7830189282612735,-1.384206901931447,-0.5794084551755062,-1.5669433048688612,-0.6935582936030978,-1.5759654787084418,-0.9355829452415543,-1.7599980823136585,g,1
-2.90851499213249,0.0,-1.2953569235412261,-0.10080606085517407,-1.1617382528207327,-0.2522311017865261,0.911667026558328,-2.1503330003189243,-1.0137969659991215,-0.3759425256128068,-2.624785583801465,-2.3354996556489915,-0.6464070819456351,-0.18931204966868584,-0.528898961781264,-0.15563393792532676,0.9988305205664424,2.0203382161093058,-2.173288923412863,-1.8800897741386002,-0.5539346109541027,-0.016055867950261152,-0.6023825395474373,0.1091478978723831,1.0426795124592603,2.107044108233295,0.8914853652070822,1.9476930226298452,-0.6594391535373233,0.055095229564208474,1.1318470659526623,1.9545459337765096,-0.6707688567698842,-0.031006515999204485,b,0
0.3438180661626268,0.0,0.6452387234653992,-0.263867616556977,0.7655456250108382,-0.563298459113214,0.911667026558328,-0.6391867894086298,0.9612199833611461,-1.1237200539933814,0.7961294164955888,-1.1948984336057533,0.8734956214954279,-1.0111411993548962,0.8562750138894201,-1.167535508257941,0.9713892194059572,-0.7024347583078792,0.7747217712314518,-1.225463124574944,0.6821333719688898,-1.1853536505820865,0.5515879433587823,-1.1085091410393233,0.7850255361912893,-1.1465730956016664,0.06873029355157614,-1.1505667987341677,-0.2174980304733158,-1.2032223999330596,0.17091020914406996,-1.4096993774321813,0.07387717931351705,-1.5986824752311553,g,1
0.3438180661626268,0.0,-1.3328979985868423,-0.2924339713416357,-1.1617382528207327,-0.2522311017865261,-1.1217915004022294,-0.22988081519267162,-0.7872625219074988,-0.9301503968983489,-1.6595144700706606,-1.0858125624468624,-0.6464070819456351,-0.18931204966868584,-1.04464610008081,0.6865519661728939,-1.2212921650033626,0.3096194147761312,0.44229437431455415,0.4724627070699307,-0.5539346109541027,-0.016055867950261152,-0.6023825395474373,0.1091478978723831,-0.9433181669748664,0.11432156957407531,-0.6475318827768578,0.08021523575201475,-0.6594391535373233,0.055095229564208474,-0.32839668549799256,0.4763957039737178,-0.8279112828959302,0.7817636472827924,b,0
0.3438180661626268,0.0,0.7186492484338922,0.049954518916359464,0.7655456250108382,-0.6513036313702235,0.911667026558328,-0.7545483521691638,0.9612199833611461,-1.2670368451766214,0.928119853491004,-1.1500270913836415,0.9011886958296303,-1.2375948595148174,0.8611633944788412,-1.443217107247245,0.8244689786794656,-1.330844407659715,0.540509744406586,-1.3213453151246297,0.6050124154785521,-1.4889437976150666,0.44294698401341726,-1.417904940463226,0.27921483308270817,-1.6124319225143995,-0.13230874359292047,-1.4570482843159713,0.040838144785802,-1.592141548986518,-0.07626587481948548,-1.7273554467870136,-0.23052883620842876,-1.9347228490583475,g,1
0.3438180661626268,0.0,0.7186492484338922,-1.3288648180925646,0.7655456250108382,-2.4225189502947786,0.911667026558328,-2.1503330003189243,0.9612199833611461,0.3727238852170508,0.928119853491004,-1.1453782586309,0.9617853881009873,1.831513045458221,1.0035087465011994,-2.3373496627536277,0.9988305205664424,-0.5836052051758074,1.0217458876486747,-1.7567741418885425,1.0865877564217268,1.9138287359082367,1.0547400862207885,2.005071664180996,1.0426795124592603,-0.6637224573729674,0.8914853652070822,-1.0233773473374306,1.0780922915737734,-1.9135175921277265,1.1318470659526623,-1.9397297724246965,1.2437343855065042,-2.166223022716653,b,0
0.3438180661626268,0.0,0.7186492484338922,-0.4704243357691247,0.7655456250108382,-0.47292767310133027,0.9116466919730585,-0.5217319337663082,0.9612199833611461,-0.7744305947948804,0.8225097393674854,-1.0247511548554213,0.8931959792534988,-0.7912148042522351,0.9072582183439777,-0.9064059531532417,0.90956129661428,-0.5584825078509172,0.864182745941175,-0.7893600208029461,0.8576200496070823,-0.9290456763436392,0.7728138138988403,-0.8619442552308884,0.7672765782450734,-0.7866180926894851,0.43037171026327087,-0.9435074105122943,0.48251863813304274,-1.2991922749905414,0.584095899860879,-1.2492162755796297,0.5684316568583536,-1.4664271648050764,g,1
0.3438180661626268,0.0,0.7186492484338922,-2.0649071918501747,0.7655456250108382,0.2313090308611126,0.6166528634668903,-0.9960644189706415,0.9612199833611461,-0.6258631956554104,0.928119853491004,0.39613425754548565,0.9617853881009873,-0.03225352327542266,1.0035087465011994,-0.4778078990107219,0.9988305205664424,-2.0057350731358867,1.0217458876486747,-1.8800897741386002,0.4604167740180465,0.2889237959974973,1.0547400862207885,1.29123740692814,1.0426795124592603,-0.1941663381831491,0.8914853652070822,0.7779224918852867,1.0780922915737734,-1.2539141800916267,1.1318470659526623,1.7292231414157078,1.2437343855065042,-0.4329823755538314,b,0
0.3438180661626268,0.0,0.7186492484338922,0.06637847388771362,0.7655456250108382,-0.17800725736754386,0.911667026558328,-0.3367155702512451,0.9612199833611461,-0.1947758794380029,0.928119853491004,0.08292420390861896,0.9617853881009873,0.22148127566871173,1.0035087465011994,0.12329841749397151,0.9988305205664424,0.21989837152530206,1.0217458876486747,0.5682485723327471,1.0865877564217268,0.8477218830447253,1.0547400862207885,0.900696070306229,1.0426795124592603,0.5343772384371734,0.8914853652070822,0.7928741440589522,1.0016930339322385,1.0126481921633825,1.1318470659526623,0.6400721119053545,1.2437343855065042,0.9663958186186501,g,1
0.3438180661626268,0.0,-0.26958330003085884,-2.23016615945849,0.7655456250108382,0.32740937679305804,-1.193369240551241,-2.1503330003189243,0.9612199833611461,-2.4431110123175523,-0.0722894950146229,-2.3354996556489915,-0.6464070819456351,-0.18931204966868584,-2.0613066700637277,-0.9031988310377441,-1.2301640429006757,0.08023388912138632,1.0217458876486747,-1.8800897741386002,-0.5539346109541027,-0.016055867950261152,-0.6023825395474373,0.1091478978723831,-0.968401976937842,1.95435380376899,-0.27696918909367285,0.6058963399531129,-0.6594391535373233,0.055095229564208474,1.1318470659526623,0.45891040605287436,-0.6707688567698842,-0.031006515999204485,b,0
